candidate,candidate_type,imputation,model,training_mode,alpha,NDCG_at_K,Precision_at_K,Recall_at_K,AveragePrecision,TopWeightedRMSE,RMSE,MAE,R2,K,DiversePrecision_at_K,DiverseRecall_at_K,TolerantPrecision_at_K,TolerantRecall_at_K,TolerantDiversePrecision_at_K,TolerantDiverseRecall_at_K,ToleranceSec,MinGapSec
hybrid__alpha_0.3__regression__missing_rows_interpolate__random_forest__standard__PLUS__classifier__missing_rows_interpolate__gradient_boosting_clf__standard,hybrid,hybrid,rank_regression_plus_topk_classifier,hybrid_score,0.3,0.8370147684528719,0.6071428571428571,0.6071428571428571,0.6290589757830664,0.1999542181980821,0.15389157918463936,0.11339477221461498,0.3915717915205713,28,0.4642857142857143,0.4642857142857143,0.9642857142857143,0.7142857142857143,0.7142857142857143,0.6785714285714286,10,10
hybrid__alpha_0.3__regression__missing_rows_interpolate__xgboost_gpu__highlight_weighted__PLUS__classifier__missing_rows_interpolate__gradient_boosting_clf__standard,hybrid,hybrid,rank_regression_plus_topk_classifier,hybrid_score,0.3,0.8369122885184545,0.6071428571428571,0.6071428571428571,0.634628438248345,0.19783753095224582,0.15162713402290673,0.1133453988132445,0.40934554910149823,28,0.4642857142857143,0.4642857142857143,0.9642857142857143,0.7142857142857143,0.7142857142857143,0.6785714285714286,10,10
hybrid__alpha_0.3__regression__missing_rows_interpolate__random_forest__highlight_weighted__PLUS__classifier__missing_rows_interpolate__gradient_boosting_clf__standard,hybrid,hybrid,rank_regression_plus_topk_classifier,hybrid_score,0.3,0.8368908000206486,0.6071428571428571,0.6071428571428571,0.6291659362601014,0.1972922663150582,0.15170061316472438,0.1115194218104977,0.40877294316862733,28,0.4642857142857143,0.4642857142857143,0.9642857142857143,0.7142857142857143,0.7142857142857143,0.6785714285714286,10,10
hybrid__alpha_0.3__regression__missing_rows_interpolate__xgboost_gpu__standard__PLUS__classifier__missing_rows_interpolate__gradient_boosting_clf__standard,hybrid,hybrid,rank_regression_plus_topk_classifier,hybrid_score,0.3,0.8368493028360847,0.6071428571428571,0.6071428571428571,0.6290386547329857,0.2020985929463339,0.1533111346663033,0.11425608740931087,0.3961528453034526,28,0.4642857142857143,0.4642857142857143,0.9642857142857143,0.7142857142857143,0.7142857142857143,0.6785714285714286,10,10
hybrid__alpha_0.5__regression__missing_rows_interpolate__random_forest__standard__PLUS__classifier__all_zeros_mean__gradient_boosting_clf__standard,hybrid,hybrid,rank_regression_plus_topk_classifier,hybrid_score,0.5,0.8366411617476229,0.5714285714285714,0.5714285714285714,0.6699805312559904,0.1722134054589051,0.13000270761894575,0.093545950707711,0.5658053941875216,28,0.4642857142857143,0.4642857142857143,0.9642857142857143,0.6785714285714286,0.7142857142857143,0.6071428571428571,10,10
hybrid__alpha_0.5__regression__missing_rows_interpolate__random_forest__standard__PLUS__classifier__missing_rows_interpolate__gradient_boosting_clf__standard,hybrid,hybrid,rank_regression_plus_topk_classifier,hybrid_score,0.5,0.8363783515049462,0.6071428571428571,0.6071428571428571,0.6228588980119231,0.16406706432036314,0.12908499388893985,0.09332431830634236,0.5719138812153384,28,0.4642857142857143,0.4642857142857143,0.9642857142857143,0.7142857142857143,0.7142857142857143,0.6785714285714286,10,10
hybrid__alpha_0.3__regression__missing_rows_interpolate__xgboost_gpu__highlight_weighted__PLUS__classifier__all_zeros_mean__gradient_boosting_clf__standard,hybrid,hybrid,rank_regression_plus_topk_classifier,hybrid_score,0.3,0.8363123716789179,0.5714285714285714,0.5714285714285714,0.666844945699872,0.20944960800434875,0.15353974049496125,0.11404697961252794,0.3943506813700267,28,0.42857142857142855,0.42857142857142855,0.9642857142857143,0.6785714285714286,0.6785714285714286,0.6071428571428571,10,10
hybrid__alpha_0.3__regression__missing_rows_interpolate__random_forest__highlight_weighted__PLUS__classifier__all_zeros_mean__gradient_boosting_clf__standard,hybrid,hybrid,rank_regression_plus_topk_classifier,hybrid_score,0.3,0.8362320028573624,0.5714285714285714,0.5714285714285714,0.6663120590057814,0.20960721262694768,0.15380528911985,0.11224973018494382,0.3922539157868109,28,0.4642857142857143,0.4642857142857143,0.9642857142857143,0.6785714285714286,0.7142857142857143,0.6071428571428571,10,10
hybrid__alpha_0.3__regression__missing_rows_interpolate__random_forest__standard__PLUS__classifier__all_zeros_mean__gradient_boosting_clf__standard,hybrid,hybrid,rank_regression_plus_topk_classifier,hybrid_score,0.3,0.8362269726319023,0.5714285714285714,0.5714285714285714,0.6667467889327342,0.21239542604729245,0.15601067922945466,0.11413979074707047,0.37470020861696884,28,0.42857142857142855,0.42857142857142855,0.9642857142857143,0.6785714285714286,0.6785714285714286,0.6071428571428571,10,10
hybrid__alpha_0.3__regression__missing_rows_interpolate__random_forest__standard__PLUS__classifier__missing_rows_mean__gradient_boosting_clf__standard,hybrid,hybrid,rank_regression_plus_topk_classifier,hybrid_score,0.3,0.8354151906165153,0.5714285714285714,0.5714285714285714,0.6656981614216646,0.21724611988486695,0.15813295186755758,0.11517013477868261,0.3575721136341745,28,0.4642857142857143,0.4642857142857143,0.9642857142857143,0.6785714285714286,0.7142857142857143,0.6428571428571429,10,10
