video_id,segment_id,segment_sec,start_time,end_time,character,expected_emotion,predicted_emotion,detection_count,character_count,emotion_count,mismatch_score,entropy_score,transition_score,diversity_score,emotion_confidence_score,expected_emotion_probability,emotion_intensity_score,emotion_distance_score,valence_flip_rate,arousal_change_score,emotion_change_count,emotion_change_rate,character_emotion_rarity_score,youtube_highlight_score,is_highlight,mismatch_delta,entropy_delta,dominant_emotion_changed,surprise_spike,rolling_mismatch_mean_15sec,rolling_entropy_std_15sec,high_mismatch_duration_sec,highlight_rank_score,highlight_score_temporal_smoothed,highlight_temporal_smooth_rank_score,emotion_missing,has_detection,seconds_since_last_detection,mismatch_score_vs_prev3,mismatch_score_spike_vs_prev3max,entropy_score_vs_prev3,entropy_score_spike_vs_prev3max,transition_score_vs_prev3,transition_score_spike_vs_prev3max,diversity_score_vs_prev3,diversity_score_spike_vs_prev3max,emotion_confidence_score_vs_prev3,emotion_confidence_score_spike_vs_prev3max,emotion_intensity_score_vs_prev3,emotion_intensity_score_spike_vs_prev3max,mismatch_score_is_local_peak,mismatch_score_vs_neighbor_mean,mismatch_score_vs_local5_mean,mismatch_score_ratio_to_local5_max,entropy_score_is_local_peak,entropy_score_vs_neighbor_mean,entropy_score_vs_local5_mean,entropy_score_ratio_to_local5_max,transition_score_is_local_peak,transition_score_vs_neighbor_mean,transition_score_vs_local5_mean,transition_score_ratio_to_local5_max,diversity_score_is_local_peak,diversity_score_vs_neighbor_mean,diversity_score_vs_local5_mean,diversity_score_ratio_to_local5_max,emotion_confidence_score_is_local_peak,emotion_confidence_score_vs_neighbor_mean,emotion_confidence_score_vs_local5_mean,emotion_confidence_score_ratio_to_local5_max,emotion_intensity_score_is_local_peak,emotion_intensity_score_vs_neighbor_mean,emotion_intensity_score_vs_local5_mean,emotion_intensity_score_ratio_to_local5_max,mismatch_score_x_detected,entropy_score_x_detected,transition_score_x_detected,diversity_score_x_detected,surprise_spike_x_detected,emotion_intensity_score_x_detected,relative_time,is_late_part,is_middle_part,predicted_youtube_highlight_score_temporal_v2_raw,predicted_youtube_highlight_score_temporal_v2_smoothed,temporal_v2_residual_smoothed,data_split,predicted_top_highlight_raw,predicted_top_highlight_smoothed,predicted_top_highlight_diverse_smoothed
vW0IQoSweVI,305,5,1520,1525,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.8721365133354931,1,0.0,0.0,0,0.0,0.0,0.0,0,0.9825072886297376,0.8688594212288092,0.9825072886297376,1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,1,0,0.8940045884671547,0.8938971447354764,-0.0217606313999833,stratified_test,1,1,0
vW0IQoSweVI,306,5,1525,1530,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.7564783770651128,1,0.0,0.0,0,0.0,0.0,0.0,0,0.9591836734693877,0.7844624068675097,0.9708454810495627,1,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8918128654970761,1,0,0.8940246601911301,0.8937298861780528,-0.13725150911294004,train,1,1,1
vW0IQoSweVI,307,5,1530,1535,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.6624264388295,1,0.0,0.0,0,0.0,0.0,0.0,0,0.9300291545189504,0.7111080984774864,0.9446064139941691,1,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8947368421052632,1,0,0.8910969917843324,0.8858871392385135,-0.22346070040901345,stratified_test,1,1,0
vW0IQoSweVI,320,5,1595,1600,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.616803530936185,1,0.0,0.0,0,0.0,0.0,0.0,0,0.9125364431486881,0.6293169420149018,0.9096209912536443,1,0,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,-0.08000000000000003,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,-0.02678571428571428,0.0,1,0.0,-0.09227029681205749,0.0,1,0.0,-0.07140031907707448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9327485380116959,1,0,0.8866447924336619,0.8845389782522661,-0.2677354473160811,train,1,1,1
vW0IQoSweVI,315,5,1570,1575,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.680836977648202,1,0.0,0.0,0,0.0,0.0,0.0,0,0.9416909620991254,0.6806586113810602,0.9329446064139941,1,0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9181286549707602,1,0,0.8839333115994116,0.883745146416843,-0.20290816876864104,train,1,1,1
vW0IQoSweVI,316,5,1575,1580,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.6903107115862218,1,0.0,0.0,0,0.0,0.0,0.0,0,0.9446064139941691,0.6877414642047295,0.9387755102040817,1,0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9210526315789473,1,0,0.8835496338636135,0.8830873535837365,-0.19277664199751465,train,1,1,0
vW0IQoSweVI,335,5,1670,1675,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.6239836410754774,1,0.0,0.0,0,0.0,0.0,0.0,0,0.9183673469387755,0.6967040708346826,0.9416909620991254,1,0,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9766081871345029,1,0,0.9123298700870084,0.8829366123393304,-0.25895297126385297,train,1,1,0
vW0IQoSweVI,314,5,1565,1570,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.665615214339704,1,0.0,0.0,0,0.0,0.0,0.0,0,0.9329446064139941,0.6672232858222653,0.924198250728863,1,0,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9152046783625731,1,0,0.882435337509523,0.8824050953195937,-0.2167898809798896,train,1,1,0
vW0IQoSweVI,317,5,1580,1585,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.6807445200302344,1,0.0,0.0,0,0.0,0.0,0.0,0,0.9387755102040817,0.6816507612568838,0.9358600583090378,1,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9239766081871345,1,0,0.8785431533290441,0.8784051355419955,-0.19766061551176106,train,1,1,1
vW0IQoSweVI,263,5,1310,1315,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.850300318540113,1,0.0,0.0,0,0.0,0.0,0.0,0,0.9766763848396501,0.8379805312601223,0.9766763848396501,1,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7660818713450293,1,0,0.878918629106738,0.8759372525106097,-0.02563693397049671,train,1,1,1
vW0IQoSweVI,319,5,1590,1595,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.6568405139833716,1,0.0,0.0,0,0.0,0.0,0.0,0,0.9271137026239067,0.6592219198790632,0.9183673469387755,1,0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9298245614035088,1,0,0.8714436371750888,0.873035038475836,-0.21619452449246435,stratified_test,1,1,0
vW0IQoSweVI,318,5,1585,1590,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.6698149497894396,1,0.0,0.0,0,0.0,0.0,0.0,0,0.9358600583090378,0.6725316812439261,0.9271137026239067,1,0,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9269005847953217,1,0,0.8721564949239876,0.8727238749896034,-0.2029089252001638,stratified_test,1,1,0
vW0IQoSweVI,299,5,1490,1495,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.6454220656516558,1,0.0,0.0,0,0.0,0.0,0.0,0,0.924198250728863,0.6740284418529306,0.9300291545189504,1,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,-0.12000000000000004,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,-0.03928571428571428,0.0,1,0.0,-0.06758642196655272,0.0,1,0.0,-0.15391736879944798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8713450292397661,1,0,0.9038778971817142,0.8725161759764116,-0.2270941103247558,train,1,1,0
vW0IQoSweVI,313,5,1560,1565,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.6348496382680058,1,0.0,0.0,0,0.0,0.0,0.0,0,0.9212827988338192,0.6419572292409028,0.9125364431486881,1,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9122807017543859,1,0,0.8806349415203417,0.8632031991031467,-0.2283535608351409,train,1,1,1
vW0IQoSweVI,321,5,1600,1605,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.6000141723356012,1,0.0,0.0,0,0.0,0.0,0.0,0,0.9008746355685131,0.6141473814922798,0.9067055393586005,1,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.2,-0.08000000000000003,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0,-0.0669642857142857,-0.02678571428571428,0.0,0,-0.23067574203014374,-0.09227029681205749,0.0,0,-0.1785007976926862,-0.07140031907707448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.935672514619883,1,0,0.880787805878278,0.8581831063289167,-0.25816893399331553,train,1,1,0
vW0IQoSweVI,264,5,1315,1320,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.9074376417233558,1,0.0,0.0,0,0.0,0.0,0.0,0,0.9883381924198251,0.8802486070618722,0.9854227405247813,1,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,-0.15000000000000002,0.0,1,0.0,-0.07124143742160444,0.0,1,0.0,0.0,0.0,1,0.0,-0.05357142857142856,0.0,1,0.0,-0.06565279960632324,0.0,1,0.0,-0.11073816769756373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7690058479532164,1,0,0.8526320047190628,0.8536480118968142,0.053789629826541674,train,1,1,0
vW0IQoSweVI,262,5,1305,1310,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.787340190044271,1,0.0,0.0,0,0.0,0.0,0.0,0,0.9708454810495627,0.7791751538710718,0.967930029154519,1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7631578947368421,1,0,0.8753914875331309,0.8422034309955738,-0.054863240951302794,train,1,1,0
vW0IQoSweVI,265,5,1320,1325,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.7196323291221292,1,0.0,0.0,0,0.0,0.0,0.0,0,0.9504373177842566,0.7565424954108653,0.9591836734693877,1,0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.375,-0.15000000000000002,0.0,0,-0.1781035935540111,-0.07124143742160444,0.0,1,0.0,0.0,0.0,0,-0.1339285714285714,-0.05357142857142856,0.0,0,-0.1641319990158081,-0.06565279960632324,0.0,0,-0.2768454192439093,-0.11073816769756373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7719298245614035,1,0,0.8365054521089016,0.8359239323670288,-0.11629160324489962,train,1,1,1
vW0IQoSweVI,308,5,1535,1540,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.6158601932836626,1,0.0,0.0,0,0.0,0.0,0.0,0,0.9096209912536443,0.6476431972789118,0.9154518950437318,1,0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8976608187134503,1,0,0.8360707979193446,0.8323705969403064,-0.21651040365664376,train,1,1,1
vW0IQoSweVI,266,5,1325,1330,Anxiety,surprised,sad,2,2,2,0.75,0.3562071871080222,0.0,0.2678571428571428,0.3282639980316162,0.0660527499858289,0.5536908384878186,0.6599201103059711,1.0,0.45,0,0.0,0.6666666666666667,0.5927518626498224,0,0.75,0.3562071871080222,0,0.75,0.25,0.205656315364096,5,0.8979591836734694,0.6631754454162624,0.9212827988338192,0,1,0,0.75,0.75,0.3562071871080222,0.3562071871080222,0.0,0.0,0.2678571428571428,0.2678571428571428,0.3282639980316162,0.3282639980316162,0.5536908384878186,0.5536908384878186,1,0.75,0.6,1.0,1,0.3562071871080222,0.28496574968641775,1.0,1,0.0,0.0,0.0,1,0.2678571428571428,0.21428571428571425,1.0,1,0.3282639980316162,0.26261119842529296,1.0,1,0.5536908384878186,0.4429526707902549,1.0,0.75,0.3562071871080222,0.0,0.2678571428571428,0.75,0.5536908384878186,0.7748538011695907,1,0,0.8145637020800124,0.795600159363417,-0.2028482967135946,train,1,1,0
vW0IQoSweVI,309,5,1540,1545,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5737217903034233,0,0.0,0.0,0,0.0,0.0,0.0,0,0.8862973760932945,0.5959910970737503,0.892128279883382,1,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9005847953216374,1,0,0.7440425942639743,0.7482311426909922,-0.17450935238756893,train,1,1,0
