frame_id,original_frame_idx,frame_path,timestamp,timestamp_str
155,12480,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00155.jpg,416.0,06:56
156,12540,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00156.jpg,418.0,06:58
157,12630,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00157.jpg,421.0,07:01
158,12660,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00158.jpg,422.0,07:02
159,12720,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00159.jpg,424.0,07:04
160,12750,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00160.jpg,425.0,07:05
161,12780,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00161.jpg,426.0,07:06
162,12870,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00162.jpg,429.0,07:09
163,13050,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00163.jpg,435.0,07:15
164,13470,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00164.jpg,449.0,07:29
165,13500,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00165.jpg,450.0,07:30
166,13530,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00166.jpg,451.0,07:31
167,13560,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00167.jpg,452.0,07:32
168,13590,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00168.jpg,453.0,07:33
169,13620,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00169.jpg,454.0,07:34
170,13650,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00170.jpg,455.0,07:35
171,13680,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00171.jpg,456.0,07:36
172,13710,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00172.jpg,457.0,07:37
173,13740,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00173.jpg,458.0,07:38
174,13800,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00174.jpg,460.0,07:40
175,13830,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00175.jpg,461.0,07:41
176,13860,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00176.jpg,462.0,07:42
177,13950,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00177.jpg,465.0,07:45
178,14040,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00178.jpg,468.0,07:48
179,14100,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00179.jpg,470.0,07:50
180,14130,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00180.jpg,471.0,07:51
181,14280,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00181.jpg,476.0,07:56
182,14400,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00182.jpg,480.0,08:00
183,14640,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00183.jpg,488.0,08:08
184,14670,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00184.jpg,489.0,08:09
185,14820,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00185.jpg,494.0,08:14
186,14940,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00186.jpg,498.0,08:18
187,15090,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00187.jpg,503.0,08:23
188,15150,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00188.jpg,505.0,08:25
189,15240,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00189.jpg,508.0,08:28
190,15330,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00190.jpg,511.0,08:31
191,15360,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00191.jpg,512.0,08:32
192,15450,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00192.jpg,515.0,08:35
193,15570,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00193.jpg,519.0,08:39
194,15600,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00194.jpg,520.0,08:40
195,15660,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00195.jpg,522.0,08:42
196,15810,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00196.jpg,527.0,08:47
197,15840,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00197.jpg,528.0,08:48
198,15900,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00198.jpg,530.0,08:50
199,15930,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00199.jpg,531.0,08:51
200,15960,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00200.jpg,532.0,08:52
201,16050,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00201.jpg,535.0,08:55
202,16080,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00202.jpg,536.0,08:56
203,16140,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00203.jpg,538.0,08:58
204,16170,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00204.jpg,539.0,08:59
205,16290,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00205.jpg,543.0,09:03
206,16380,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00206.jpg,546.0,09:06
207,16410,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00207.jpg,547.0,09:07
208,16470,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00208.jpg,549.0,09:09
209,16500,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00209.jpg,550.0,09:10
210,16530,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00210.jpg,551.0,09:11
211,16590,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00211.jpg,553.0,09:13
212,16620,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00212.jpg,554.0,09:14
213,16770,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00213.jpg,559.0,09:19
214,16800,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00214.jpg,560.0,09:20
215,16860,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00215.jpg,562.0,09:22
216,16980,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00216.jpg,566.0,09:26
217,17130,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00217.jpg,571.0,09:31
218,17250,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00218.jpg,575.0,09:35
219,17280,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00219.jpg,576.0,09:36
220,17310,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00220.jpg,577.0,09:37
